Pressure_PSI,FlowRate_GPM,Temperature_A_C,Moisture_%,Acoustic_dB,Leak
32.9802849180674,8.303763173781945,25.696572495333637,2.077712129758373,47.168854710191596,0.0
29.170414192972892,9.236251342365868,25.566647185071332,5.780057412252512,56.076214826093604,0.0
33.88613122860416,8.506547347387142,23.126960308389016,7.651886374829656,48.81087891618609,0.0
39.13817913844815,10.2760451173653,26.159168443527477,10.598675643698765,50.543415588305834,0.0
28.595079751659984,12.992946328654781,22.019834648846764,14.096649306427512,54.30434363982631,0.0
28.595178258304916,8.072394607146988,23.691631348479344,12.776543773487058,49.64621955890636,0.0
39.47527689304435,12.502051244421036,21.001824374204386,5.282700806210058,39.092912850020845,0.0
31.146073936023853,9.72025045331018,28.11725303392563,16.47841289568906,61.41062447305028,1.0
27.183153684390287,7.880931968757789,24.53690101210941,10.305502354810267,57.52957297949031,0.0
33.25536026151579,12.046486545858034,29.333768069632622,8.951171502214002,39.01330345039734,0.0
27.21949384312523,12.304840945019041,26.60589985303899,8.922819096526823,43.74025276603077,0.0
27.205621478578458,12.128524841906636,25.896196426702048,3.1090267013829127,62.14327770491306,0.0
27.95270845153361,8.344992671709308,23.827544611438,11.619356585546532,57.136623730070625,1.0
18.520318532053214,8.835122554819874,22.90729992862516,8.388240603442908,50.021307639622194,0.0
19.650493004921803,12.057471480008303,26.045943147793892,-2.3729026997806493,47.44169955770258,0.0
26.626274824554166,10.103854601409736,24.856971981454034,12.562577280039418,43.81578409486019,0.0
18.25208094391729,9.726732826022483,22.321459369029398,18.385880903377476,59.13692715773473,1.0
31.885483995571644,11.145794847813605,21.966283166983363,12.747352533060551,55.84653643499426,0.0
24.551855546872734,8.212981852521324,23.08259254171283,12.39566401788364,49.905932243714005,0.0
21.526177791988253,14.48631212098053,28.64193445053246,7.825227827550463,53.66170451535829,0.0
38.79389261352932,13.862103656045646,29.426555836022608,14.002193302806152,60.59424289103938,0.0
28.645342197080787,11.510243565888919,25.40997829461782,12.972789379699734,46.517130917322845,0.0
30.405169228127544,13.402516761924435,25.297885592482576,8.764154116661437,51.81724940395065,0.0
21.45151088271926,10.161978375308452,24.32735925634096,8.312961539233207,56.026361365614065,0.0
26.733703652848902,11.913593735937539,23.131029303380995,14.388931142657427,44.40257819920042,0.0
30.665535538259196,13.694300738255187,27.75035811521449,10.928055357630656,51.06831696839483,0.0
23.094038535466183,10.613746704485783,28.74715278779427,14.17878867347257,61.233947147758165,0.0
32.25418811007403,9.36203207121429,23.21316182832143,0.44410370258905196,47.95849771724111,0.0
22.936587074446063,7.515651844373643,24.8343232431508,17.590986879295627,60.570095505213196,1.0
28.24983750124034,9.792166185696265,24.100267398579664,3.6903636521225085,49.15317873674137,0.0
26.38976032662362,12.058557961405779,24.159521850270046,9.896845970052947,60.79752210390194,0.0
41.113669107053624,12.364083568919074,27.371816510859723,12.855280833383535,40.127192666977365,0.0
29.919016651572395,11.260912664296024,22.376076909267756,16.95656058299641,50.389737146061705,0.0
23.6537344262646,8.6467522625944,25.93293938187261,6.247333086251256,41.12687182912466,0.0
34.93526947261913,5.057946077631024,26.45647621461173,7.897180778792068,45.79473910231464,0.0
16.427047016609674,12.521658012250867,24.71569765279636,22.947108545287804,54.57958827419511,1.0
31.25318157002853,9.239137822365121,26.786135653973545,6.101875594152438,48.398262157196875,0.0
15.329459039364227,10.24940360546457,25.295303681074902,19.446044574320027,47.8871658767099,1.0
22.030883706609416,11.546390892444812,27.434259842312223,9.719621818537506,49.56956265464293,0.0
31.18116741521474,14.9641910275371,21.95558939014829,10.487828093504184,52.762799026887066,0.0
34.430799479972464,10.308823004602733,24.30244947798626,12.480692507096634,40.8085812042706,0.0
28.85829140573207,10.789319320210332,24.85637371429793,15.555073899503897,49.97450303655302,1.0
25.467865987910052,11.309123785425626,19.6555852310573,16.6738304100301,68.80700690385709,1.0
28.193377826464268,10.310961917269285,22.82809453284293,9.747919046806132,51.97542283319509,0.0
16.960145929390798,10.567155840347922,23.372801491282427,19.252651905750366,50.41904563303496,1.0
25.68093474963175,10.300496396865137,26.8964119896467,10.431923556465945,41.59720481144127,0.0
27.236167374241276,11.1270308408295,23.586313307370798,13.987750883207188,51.355425472237165,0.0
36.34273335731349,10.52421515893622,23.363842025388045,5.300086830910673,50.60399623144543,0.0
32.061709737410766,11.143854835011954,26.634971561312383,3.8705159942316305,46.47534318979472,0.0
19.421759067823597,11.084369023371337,21.76417870841989,10.196999743678697,63.15988974132786,0.0
31.94450381636877,5.5702582943838905,20.857511865112855,6.928801533024377,65.71237292521192,0.0
27.6895063175021,11.592175395988509,24.276815399861306,10.126981097647876,48.41369984090166,0.0
25.93846799816425,8.322462885843866,22.10458646384329,11.281614082438804,55.23774119556043,0.0
33.670057733045205,7.260402092490105,22.180641410680703,1.4252550842858422,55.538997027926015,0.0
32.32472915029705,8.994377648486973,26.146867583375965,19.430424874561822,61.18142572199891,1.0
35.58768071469719,11.083854026181323,26.751947675825157,5.321325988179004,46.15948806935658,0.0
24.964694860664167,9.443562681937868,26.57772843170425,9.91060819774124,61.63669530332322,0.0
28.144725744892714,5.795078040036473,27.217553320614467,7.362470658246279,49.588416822593544,0.0
31.987580588421384,11.195094537980708,27.482268640029602,7.792171940862822,52.531952486150665,0.0
35.853270762734155,6.400979673002931,20.742819582346137,16.775831758471952,50.01226106136986,0.0
27.12495457292826,10.349553396295526,25.900823919858933,11.277070083182645,49.16188296620745,0.0
28.886046140017097,10.596247314182635,23.940783600860883,13.618753611814363,51.670426759627155,0.0
18.018723169642413,14.575997711369602,23.50515150801913,20.89849054875543,51.88691537847153,1.0
22.822760255515973,14.45421196616713,26.12082926441741,12.480054298619816,38.17308188495811,0.0
32.12418332484035,7.720322677407845,21.539409040208497,18.102669795104333,52.507953788263535,1.0
38.13744017142494,9.868815359842376,21.49778278825536,11.017824578747303,44.71743417846039,0.0
29.567939270517996,9.309161762389456,26.267145488163436,14.42862363665872,53.28502206791984,0.0
36.021197387352146,11.084374214902406,25.975572035021795,10.626021815377081,52.60274095226989,0.0
32.169816150285804,10.539171927334046,25.27346531174302,19.140594288870822,50.08088011818021,0.0
26.129281472369254,9.11863439315845,23.240173190553726,13.842126291249752,58.88944874332631,0.0
32.168373633050486,8.897744528472861,26.487659269164247,5.441837209041241,49.96263392682218,0.0
39.228219398795815,7.208872862039881,26.360605784120953,9.293801164068071,41.25109494232462,0.0
29.78504376534029,12.469653956016273,25.17060903009491,11.588310397962672,48.658134550073505,0.0
39.387861934884036,11.148010453998824,22.64535791746046,10.177987342848148,57.02580660113006,0.0
14.281529375461535,12.294420494487843,24.149503308540986,12.747493675888672,38.69447196223674,0.0
34.931415026251344,9.224009658811216,26.675667355048887,13.188066819335495,49.43578203770014,0.0
30.522282409429028,8.357911328263924,27.654382445603574,4.561652056804141,53.45277220735373,0.0
28.205955897204795,7.30421233342693,24.34692679324734,15.12431017886598,65.9134540071667,0.0
30.550564659213013,10.897293959351648,24.500654064383475,8.012730138055822,57.24954582156563,0.0
18.074586512394642,7.400516938679413,24.676621783949876,7.616381976540971,50.79569830018691,0.0
28.68196867297493,14.621657672416376,25.549786017821944,7.603510429177838,53.12455535808168,0.0
32.14267542907048,6.730893547266399,23.837865399879952,13.234305623962332,38.61382783829045,0.0
34.00562166935211,13.797534509559393,19.211629884856833,18.97304826161649,52.72707730744793,1.0
26.890378690358116,13.917136768034466,27.385538003294194,7.34579342264917,53.90573402666378,0.0
21.739210918717706,13.207952371408515,28.5893778943251,16.68451779922608,55.41485145077198,1.0
26.98945773849278,10.439184281229448,23.775200280788575,2.821233364336492,51.73244711958436,0.0
35.49241270621245,7.578790882595261,22.866693262162453,6.631344944194053,50.20468792206417,0.0
31.972506657958107,6.54557702858074,24.725798955219556,5.041665805387602,49.969454614510916,0.0
26.821438777397766,11.925125272293965,24.624992232542454,8.923322678016435,50.61758389087279,0.0
33.079604598680135,13.765368101937366,26.99103715432592,12.65677308109437,43.66378889441117,0.0
30.58246529608824,8.90287502380457,25.109278883290077,12.215503603732909,48.6264381659304,0.0
18.894875477128167,15.075038110190299,23.414754339257634,44.23234027898431,66.39202593807539,1.0
20.39647502689892,7.516607870019213,22.363181098883903,27.865444198838574,56.90469118684777,1.0
28.03402712041339,7.5480878908436555,26.73126836963935,7.885613140326491,57.175430055227196,0.0
27.647351081207056,9.7158578937524,26.1990224823285,10.076285603014853,48.91548613701462,0.0
21.21891031120729,13.997808102091835,27.12111975618364,9.869775623114325,53.57503685168485,0.0
31.776721662387455,11.682834230582422,23.063626498557813,1.395789269112452,50.6917673246753,0.0
28.875815127582005,12.090956430917734,28.676873799056658,10.858985608584252,52.033569704126535,1.0
30.030680739854766,8.999700846747173,21.512610985885527,9.33085329139555,43.94858776034946,0.0
28.59247719974912,8.54208570686011,26.419202042802958,9.308414259436766,47.59966608554385,0.0
21.507775547697513,13.514118993769909,21.180834465606196,12.049300216820669,51.09907067588315,0.0
27.476128063407845,10.501846351895974,23.419337236603063,11.854566518143391,53.48092066474556,0.0
21.532033170762247,7.174052850073075,28.122045860895916,13.263754136064296,62.43226744351914,1.0
